trace_id,latency,total_spans,contains_errors,error_rate,error_messages,operation,services,longest_span_service,longest_span_duration,mean_span_duration
63740d79e87c3dc5,2401,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,1010,400.1666666666667
46a1dd35e6dbf6af,5129,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1374,341.93333333333334
1b39a9282499a322,4904,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1294,326.93333333333334
5da3e07c6cc4b02b,7308,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1598,487.2
3d3c909cd757fd7e,5140,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1497,342.6666666666667
61614e9fbf983081,2062,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,859,343.6666666666667
122d8cc0754b97dd,7156,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1642,477.06666666666666
228b37b35581e976,7789,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1805,519.2666666666667
5479ff9fc3d31cd5,6183,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1260,412.2
31bf9d01548c2d09,7897,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1822,526.4666666666667
487319e44c39ef12,7103,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1590,473.53333333333336
4f14a8bad50761f8,1939,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,878,323.1666666666667
196310ef3315b559,5018,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1367,334.53333333333336
31213a44bcb47d11,5241,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,962,349.4
4e3f00f5cad48b7d,2361,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,1028,393.5
1739a3eb59dc8e79,6691,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1511,446.06666666666666
0828d62209cef0e7,1650,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,656,275.0
376fa2cbe0910e2e,6549,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1481,436.6
115714f93dbdc7aa,2203,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,958,367.1666666666667
4f6c7894031d876c,7421,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1700,494.73333333333335
04b4e62cded90dea,6992,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1639,466.1333333333333
26db0b53b2c232ea,7812,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1716,520.8
14df74988ef648d8,2209,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,788,368.1666666666667
65a33e1ca37d7224,5503,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1645,366.8666666666667
22179fcadf89cb35,1989,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,867,331.5
169b2f9460cdaf45,5734,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1751,382.26666666666665
1df5811bf81c4cad,4435,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1147,295.6666666666667
13baab7a82c2a7ea,5845,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1075,389.6666666666667
4fe1eacb77ac9643,9125,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1733,608.3333333333334
4687d6a86f4cdc0b,7021,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1631,468.06666666666666
153e7bb540a03886,5329,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1623,355.26666666666665
63e520aedd39a150,5462,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1435,364.1333333333333
456058dd0241ff3d,5571,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1520,371.4
6e2b4cb6ec44ef9f,5883,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1483,392.2
0e66de44a94edc4a,3767,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1022,251.13333333333333
23acc74618dae7ee,4726,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,947,315.06666666666666
756b37885f2ce3cd,4925,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1406,328.3333333333333
0326e373a749ab69,5284,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1431,352.26666666666665
527c449cc55cc28b,5706,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1549,380.4
34adf95096c4e9ab,6785,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1372,452.3333333333333
7779791e6fcf6887,2391,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,999,398.5
5e95525208ae49d5,6456,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1283,430.4
410b59a945046005,5147,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1379,343.1333333333333
0d8ac8e7be9e4fd8,4657,6,False,0.0,,HTTP GET /recommendations,recommendation; frontend; profile,frontend,3152,776.1666666666666
24e9c22959ff2f4f,7143,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1438,476.2
247a12f3c6a909c1,7032,15,False,0.0,,HTTP GET /hotels,geo; frontend; rate; search; reservation; profile,frontend,1705,468.8
535b0ac0df88a2b0,6940,5,False,0.0,,HTTP POST /reservation,frontend; reservation; user,reservation,4519,1388.0
30f211f483479261,1457,3,False,0.0,,HTTP POST /user,frontend; user,frontend,1352,485.6666666666667
42f121670027bfd5,1594,3,False,0.0,,HTTP POST /user,frontend; user,frontend,1495,531.3333333333334
0a8894dae47dde72,10728,5,False,0.0,,HTTP POST /reservation,frontend; reservation; user,reservation,8321,2145.6
2cdfa53847848462,9196,5,False,0.0,,HTTP POST /reservation,frontend; reservation; user,reservation,6531,1839.2
67fa115002ea3dbb,1482,3,False,0.0,,HTTP POST /user,frontend; user,frontend,1405,494.0
09a1b5f4c5ac8485,11689,5,False,0.0,,HTTP POST /reservation,frontend; reservation; user,reservation,9001,2337.8
